airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Multiple Carriers,2019-06-06,Delhi,Cochin,06:00:00,19:15:00,795,1,No Info,8266
Indigo,2019-06-27,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No Info,3175
Spicejet,2019-05-03,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,3597
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No Info,8085
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,12:35:00,1615,2,No Info,13014
Air India,2019-05-09,Kolkata,Banglore,16:50:00,18:30:00,1540,1,No Info,8576
Indigo,2019-03-27,Delhi,Cochin,18:35:00,01:35:00,420,1,No Info,8574
Jet Airways,2019-05-09,Delhi,Cochin,13:00:00,19:00:00,360,1,In-flight meal not included,12373
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,19:00:00,810,2,No Info,13292
Air India,2019-03-18,Banglore,New Delhi,17:00:00,19:45:00,165,0,No Info,4441
Multiple Carriers,2019-06-01,Delhi,Cochin,09:15:00,19:15:00,600,1,No Info,9779
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,18:50:00,680,1,No Info,15411
Jet Airways,2019-06-15,Delhi,Cochin,06:45:00,04:25:00,1300,2,No Info,13376
Multiple Carriers,2019-06-01,Delhi,Cochin,07:05:00,21:00:00,835,1,In-flight meal not included,10406
Goair,2019-05-06,Delhi,Cochin,07:25:00,13:35:00,370,1,No Info,6296
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,12:35:00,1320,2,In-flight meal not included,10919
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,16:20:00,475,1,No Info,14571
Spicejet,2019-05-15,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,4319
Air India,2019-03-15,Banglore,New Delhi,11:50:00,11:35:00,1425,1,No Info,6982
Goair,2019-06-06,Banglore,Delhi,11:40:00,14:30:00,170,0,No Info,3898
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,10:45:00,1070,1,No Info,13817
Air India,2019-03-03,Banglore,New Delhi,17:25:00,08:45:00,920,2,No Info,11570
Spicejet,2019-04-21,Delhi,Cochin,08:45:00,13:15:00,270,1,No Info,6460
Jet Airways,2019-04-24,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,4544
Indigo,2019-06-03,Banglore,Delhi,18:25:00,21:20:00,175,0,No Info,4823
Multiple Carriers,2019-06-15,Delhi,Cochin,11:40:00,19:15:00,455,1,No Info,9526
Jet Airways,2019-06-15,Delhi,Cochin,21:25:00,12:35:00,910,2,In-flight meal not included,9905
Jet Airways,2019-06-15,Delhi,Cochin,11:00:00,14:15:00,195,0,No Info,9564
Spicejet,2019-03-09,Banglore,New Delhi,20:30:00,23:20:00,170,0,No Info,6205
Jet Airways,2019-03-09,Delhi,Cochin,16:00:00,18:50:00,1610,1,No Info,16289
Air Asia,2019-06-03,Delhi,Cochin,20:45:00,06:35:00,590,1,No Info,11410
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,04:45:00,890,1,No Info,13759
Jet Airways,2019-06-06,Delhi,Cochin,11:30:00,04:25:00,1015,1,No Info,14714
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,19:00:00,560,2,In-flight meal not included,10368
Jet Airways,2019-05-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No Info,8040
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,19:00:00,560,2,No Info,15129
Indigo,2019-06-12,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3419
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,19:00:00,540,1,No Info,12192
Spicejet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175,0,No check-in baggage included,4273
Spicejet,2019-04-01,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,3873
Air India,2019-03-21,Delhi,Cochin,12:20:00,19:15:00,1855,2,No Info,10703
Spicejet,2019-06-15,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,4885
Air India,2019-03-06,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No Info,5462
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,07:40:00,1055,1,1 Long layover,22270
Multiple Carriers,2019-05-09,Delhi,Cochin,10:20:00,21:00:00,640,1,No Info,7670
Jet Airways,2019-05-21,Delhi,Cochin,13:00:00,12:35:00,1415,1,In-flight meal not included,12898
Indigo,2019-06-09,Delhi,Cochin,06:50:00,16:10:00,560,1,No Info,6442
Air India,2019-03-03,Banglore,New Delhi,11:05:00,22:10:00,2105,2,No Info,11948
Air India,2019-05-09,Kolkata,Banglore,08:20:00,11:10:00,1610,2,No Info,11222
Air Asia,2019-04-27,Delhi,Cochin,20:45:00,07:10:00,625,1,No Info,6451
Jet Airways,2019-05-06,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4995
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,04:25:00,925,1,In-flight meal not included,10262
Indigo,2019-03-12,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4148
Spicejet,2019-04-09,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Multiple Carriers,2019-06-06,Delhi,Cochin,11:40:00,19:15:00,455,1,No Info,8266
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,16:20:00,635,1,In-flight meal not included,10844
Indigo,2019-05-15,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3597
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,08:15:00,1545,1,No Info,13941
Air India,2019-06-06,Delhi,Cochin,12:00:00,19:15:00,435,2,No Info,8603
Air India,2019-05-24,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,8273
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,04:40:00,1215,1,In-flight meal not included,8586
Indigo,2019-06-24,Banglore,Delhi,16:55:00,19:55:00,180,0,No Info,4823
Spicejet,2019-03-06,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,No Info,4129
Indigo,2019-06-06,Delhi,Cochin,18:35:00,01:30:00,415,1,No Info,6628
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,08:15:00,800,1,In-flight meal not included,7757
Multiple Carriers,2019-03-03,Delhi,Cochin,06:40:00,18:50:00,730,1,No Info,15135
Multiple Carriers,2019-03-21,Delhi,Cochin,13:00:00,01:35:00,755,1,No Info,13542
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,21:20:00,1485,1,In-flight meal not included,11087
Vistara,2019-06-21,Chennai,Kolkata,07:05:00,09:20:00,135,0,No Info,3687
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,23:35:00,1630,1,No Info,10953
Multiple Carriers,2019-03-09,Delhi,Cochin,06:40:00,19:15:00,755,1,No Info,13082
Multiple Carriers,2019-06-01,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,7933
Indigo,2019-03-09,Delhi,Cochin,04:45:00,21:00:00,975,1,No Info,10518
Jet Airways,2019-03-18,Banglore,New Delhi,08:55:00,19:10:00,615,1,No Info,13555
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,22:05:00,750,1,No Info,12121
Jet Airways,2019-06-01,Delhi,Cochin,21:25:00,12:35:00,910,2,No Info,13292
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,23:35:00,425,1,In-flight meal not included,7064
Jet Airways,2019-03-06,Mumbai,Hyderabad,17:15:00,16:50:00,1415,2,No Info,22950
Spicejet,2019-03-09,Delhi,Cochin,16:35:00,22:50:00,375,1,No Info,7084
Vistara,2019-03-09,Banglore,New Delhi,16:00:00,18:35:00,155,0,No Info,7923
Jet Airways,2019-06-24,Delhi,Cochin,19:45:00,04:25:00,520,1,In-flight meal not included,10262
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,04:40:00,730,1,In-flight meal not included,8586
Air India,2019-05-15,Delhi,Cochin,12:55:00,19:15:00,1820,2,No Info,13486
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,19:45:00,1475,2,No Info,9483
Spicejet,2019-03-24,Mumbai,Hyderabad,22:45:00,00:10:00,85,0,No Info,2227
Air India,2019-03-24,Kolkata,Banglore,09:25:00,18:30:00,545,1,No Info,10493
Air India,2019-04-03,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,5176
Indigo,2019-04-24,Delhi,Cochin,17:05:00,22:15:00,310,1,No Info,5912
Jet Airways,2019-05-15,Banglore,Delhi,06:00:00,08:45:00,165,0,In-flight meal not included,4030
Vistara,2019-06-12,Banglore,Delhi,09:45:00,12:35:00,170,0,No Info,4668
Multiple Carriers,2019-05-27,Delhi,Cochin,07:10:00,22:30:00,920,1,No Info,7878
Air India,2019-05-24,Kolkata,Banglore,09:25:00,11:10:00,1545,1,No Info,8891
Indigo,2019-06-21,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,No Info,2227
Jet Airways,2019-06-01,Delhi,Cochin,10:00:00,19:00:00,540,1,No Info,14714
Multiple Carriers,2019-04-09,Delhi,Cochin,17:30:00,01:30:00,480,1,No Info,13017
Jet Airways,2019-06-27,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,8016
Jet Airways,2019-03-21,Delhi,Cochin,02:15:00,18:50:00,995,1,No Info,12719
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,04:40:00,730,1,In-flight meal not included,6224
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,23:35:00,840,1,No Info,14151
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,04:40:00,450,1,In-flight meal not included,9663
Air India,2019-05-12,Kolkata,Banglore,09:25:00,11:10:00,1545,1,No Info,8891
Air Asia,2019-05-18,Banglore,Delhi,04:55:00,07:45:00,170,0,No Info,4282
Air India,2019-05-09,Delhi,Cochin,09:45:00,23:00:00,795,1,No Info,7174
Multiple Carriers,2019-03-21,Delhi,Cochin,04:45:00,18:50:00,845,1,No Info,11098
Indigo,2019-06-06,Kolkata,Banglore,14:25:00,16:55:00,150,0,No Info,4804
Multiple Carriers,2019-06-09,Delhi,Cochin,04:55:00,12:35:00,460,1,No Info,10877
Air India,2019-06-12,Delhi,Cochin,10:55:00,07:40:00,1245,2,No Info,11753
Air India,2019-06-27,Delhi,Cochin,07:05:00,09:25:00,1580,2,No Info,10975
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,19:45:00,2245,2,No Info,12273
Jet Airways,2019-03-18,Banglore,New Delhi,14:05:00,19:10:00,305,1,No Info,14815
Multiple Carriers,2019-06-01,Delhi,Cochin,10:20:00,01:30:00,910,1,No Info,6795
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,23:35:00,395,1,In-flight meal not included,7341
Air Asia,2019-05-21,Delhi,Cochin,07:55:00,22:30:00,875,1,No Info,6152
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,18:50:00,700,1,No Info,9345
Jet Airways,2019-05-09,Delhi,Cochin,14:00:00,12:35:00,1355,1,In-flight meal not included,12373
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,04:25:00,865,1,In-flight meal not included,10262
Multiple Carriers,2019-06-09,Delhi,Cochin,12:50:00,21:00:00,490,1,No Info,7005
Indigo,2019-05-09,Delhi,Cochin,21:50:00,03:35:00,345,1,No Info,6058
Multiple Carriers,2019-05-21,Delhi,Cochin,09:45:00,00:55:00,910,1,No Info,9486
Jet Airways,2019-04-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4160
Jet Airways,2019-05-09,Delhi,Cochin,07:05:00,04:25:00,1280,1,In-flight meal not included,12373
Multiple Carriers,2019-06-15,Delhi,Cochin,06:00:00,19:15:00,795,1,No Info,9526
Jet Airways,2019-05-09,Delhi,Cochin,19:45:00,19:00:00,1395,1,In-flight meal not included,12373
Indigo,2019-06-03,Kolkata,Banglore,14:25:00,16:55:00,150,0,No Info,5644
Multiple Carriers,2019-06-15,Delhi,Cochin,12:50:00,01:30:00,760,1,No Info,6795
Jet Airways,2019-06-24,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,4256
Air India,2019-06-24,Delhi,Cochin,03:50:00,19:15:00,925,1,No Info,8669
Spicejet,2019-03-27,Kolkata,Banglore,09:00:00,11:30:00,150,0,No Info,3847
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,12:00:00,890,1,No Info,14388
Indigo,2019-04-09,Delhi,Cochin,09:15:00,01:30:00,975,1,No Info,6573
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,16:10:00,1175,1,In-flight meal not included,11087
Air India,2019-06-06,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4145
Indigo,2019-03-24,Kolkata,Banglore,15:10:00,20:15:00,305,1,No Info,6762
Indigo,2019-05-09,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Multiple Carriers,2019-03-01,Delhi,Cochin,19:00:00,01:35:00,395,1,No Info,23533
Jet Airways,2019-03-01,Banglore,New Delhi,09:45:00,14:25:00,280,1,Business class,57209
Jet Airways,2019-03-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No Info,5678
Vistara,2019-05-09,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,4878
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,23:35:00,1655,1,In-flight meal not included,10844
Air Asia,2019-05-21,Banglore,Delhi,04:55:00,07:45:00,170,0,No Info,3383
Spicejet,2019-06-27,Delhi,Cochin,17:55:00,22:50:00,295,1,No Info,4957
Multiple Carriers,2019-03-09,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,19332
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,05:05:00,1265,1,No Info,14815
Multiple Carriers,2019-06-24,Delhi,Cochin,11:40:00,19:15:00,455,1,In-flight meal not included,7268
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,21:05:00,1685,1,No Info,12121
Vistara,2019-05-01,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,11982
Jet Airways,2019-05-09,Delhi,Cochin,11:40:00,19:00:00,440,2,In-flight meal not included,19644
Multiple Carriers,2019-05-18,Delhi,Cochin,09:00:00,19:15:00,615,1,No Info,14533
Indigo,2019-03-18,Kolkata,Banglore,15:20:00,17:55:00,155,0,No Info,4462
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,09:20:00,1155,1,In-flight meal not included,9663
Indigo,2019-03-27,Chennai,Kolkata,05:15:00,07:35:00,140,0,No Info,4326
Jet Airways,2019-03-27,Delhi,Cochin,20:50:00,04:25:00,455,1,No Info,12242
Indigo,2019-05-15,Kolkata,Banglore,06:20:00,10:20:00,240,1,No Info,4226
Multiple Carriers,2019-03-03,Delhi,Cochin,17:30:00,01:35:00,485,1,No Info,17057
Jet Airways,2019-06-01,Delhi,Cochin,13:00:00,04:25:00,925,1,In-flight meal not included,10262
Goair,2019-04-06,Delhi,Cochin,07:25:00,13:35:00,370,1,No Info,4201
Indigo,2019-03-24,Kolkata,Banglore,15:10:00,17:45:00,155,0,No Info,7615
Indigo,2019-03-21,Kolkata,Banglore,15:10:00,17:45:00,155,0,No Info,4148
Jet Airways,2019-05-12,Kolkata,Banglore,14:05:00,23:35:00,570,1,No Info,14781
Jet Airways,2019-03-12,Banglore,New Delhi,08:00:00,21:20:00,800,1,No Info,13817
Air India,2019-03-03,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,No Info,4937
Air India,2019-03-09,Banglore,New Delhi,17:00:00,03:40:00,640,1,No Info,8767
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,13:15:00,1100,1,No Info,13817
Indigo,2019-06-03,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,12:35:00,425,2,No Info,16274
Air India,2019-06-12,Kolkata,Banglore,09:50:00,08:55:00,1385,2,No Info,14960
Jet Airways,2019-05-24,Kolkata,Banglore,10:20:00,17:35:00,435,1,In-flight meal not included,6287
Indigo,2019-06-15,Delhi,Cochin,08:35:00,22:30:00,835,1,No Info,6442
Indigo,2019-04-15,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,4423
Multiple Carriers,2019-05-18,Delhi,Cochin,07:05:00,21:00:00,835,1,No Info,13727
Indigo,2019-05-18,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No Info,4392
Jet Airways,2019-06-01,Delhi,Cochin,18:15:00,19:00:00,1485,1,No Info,14714
Indigo,2019-03-21,Delhi,Cochin,04:55:00,21:20:00,985,2,No Info,6223
Indigo,2019-06-21,Delhi,Cochin,05:35:00,08:50:00,195,0,No Info,5000
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,19:00:00,1270,1,In-flight meal not included,10262
Spicejet,2019-03-24,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,No check-in baggage included,2175
Multiple Carriers,2019-05-21,Delhi,Cochin,18:00:00,01:30:00,450,1,No Info,7888
Spicejet,2019-03-15,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3815
Indigo,2019-06-24,Delhi,Cochin,17:10:00,01:30:00,500,1,No Info,5684
Indigo,2019-03-15,Banglore,New Delhi,10:10:00,13:00:00,170,0,No Info,6144
Jet Airways,2019-05-15,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,7229
Indigo,2019-04-15,Kolkata,Banglore,15:15:00,20:05:00,290,1,No Info,4775
Indigo,2019-05-01,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3597
Spicejet,2019-05-01,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,No check-in baggage included,2385
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,04:40:00,1215,1,No Info,13731
Multiple Carriers,2019-05-27,Delhi,Cochin,12:50:00,21:00:00,490,1,No Info,7005
Multiple Carriers,2019-03-27,Delhi,Cochin,07:00:00,21:00:00,840,1,No Info,6358
Air India,2019-03-06,Delhi,Cochin,21:30:00,19:15:00,1305,2,No Info,11552
Goair,2019-04-21,Delhi,Cochin,07:00:00,12:55:00,355,1,No Info,6591
Indigo,2019-06-27,Banglore,Delhi,00:25:00,03:15:00,170,0,No Info,3419
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,19:50:00,345,1,In-flight meal not included,10844
Jet Airways,2019-06-27,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No Info,5678
Air Asia,2019-06-06,Delhi,Cochin,16:45:00,07:10:00,865,1,No Info,11410
Indigo,2019-05-27,Delhi,Cochin,09:15:00,01:30:00,975,1,No Info,6628
Jet Airways,2019-06-24,Delhi,Cochin,10:00:00,04:25:00,1105,1,In-flight meal not included,10262
Jet Airways,2019-03-01,Banglore,New Delhi,05:45:00,12:25:00,400,1,Business class,62427
Multiple Carriers,2019-05-27,Delhi,Cochin,03:50:00,19:00:00,910,1,No Info,10197
Goair,2019-05-06,Kolkata,Banglore,16:40:00,00:15:00,455,1,No Info,7102
Jet Airways,2019-06-06,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,7229
Air India,2019-03-27,Delhi,Cochin,13:20:00,07:40:00,1100,2,No Info,10178
Air India,2019-03-18,Banglore,New Delhi,10:00:00,12:45:00,165,0,No Info,4441
Spicejet,2019-03-24,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,5831
Jet Airways,2019-05-18,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,7202
Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,19:45:00,1440,1,In-flight meal not included,5963
Goair,2019-05-01,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3898
Jet Airways,2019-06-15,Delhi,Cochin,21:25:00,19:00:00,1295,2,In-flight meal not included,10588
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,04:45:00,890,1,In-flight meal not included,10661
Vistara,2019-06-12,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No Info,8085
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,19:10:00,730,1,In-flight meal not included,7832
Indigo,2019-06-01,Delhi,Cochin,17:10:00,01:30:00,500,1,No Info,6628
Vistara,2019-05-12,Kolkata,Banglore,20:20:00,23:25:00,1625,1,No Info,8085
Air India,2019-05-18,Delhi,Cochin,17:15:00,19:15:00,1560,2,No Info,12392
Spicejet,2019-04-21,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,4885
Air India,2019-05-01,Kolkata,Banglore,19:00:00,04:40:00,580,1,No Info,6117
Goair,2019-06-15,Banglore,Delhi,11:40:00,14:30:00,170,0,No Info,3898
Air Asia,2019-06-03,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,4409
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,22:35:00,1595,1,In-flight meal not included,10844
Indigo,2019-05-15,Delhi,Cochin,05:05:00,12:10:00,425,1,No Info,6818
Indigo,2019-05-21,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,6794
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,19:10:00,1365,1,No Info,11467
Air India,2019-06-12,Kolkata,Banglore,12:00:00,07:55:00,1195,2,No Info,9416
Indigo,2019-04-18,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,4591
Indigo,2019-05-15,Delhi,Cochin,21:50:00,03:35:00,345,1,No Info,7189
Air India,2019-05-01,Kolkata,Banglore,09:25:00,05:25:00,1200,2,No Info,14687
Jet Airways,2019-03-21,Mumbai,Hyderabad,03:05:00,04:25:00,80,0,No Info,5678
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1,In-flight meal not included,8586
Jet Airways,2019-03-03,Delhi,Cochin,07:05:00,18:50:00,705,1,No Info,17024
Indigo,2019-06-06,Banglore,Delhi,18:25:00,21:20:00,175,0,No Info,4823
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,12:00:00,960,1,No Info,14571
Spicejet,2019-05-01,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Air India,2019-03-09,Delhi,Cochin,05:00:00,19:15:00,2295,2,No Info,10598
Air India,2019-05-12,Kolkata,Banglore,16:45:00,12:30:00,1185,2,No Info,14330
Indigo,2019-03-21,Delhi,Cochin,11:30:00,21:00:00,570,1,No Info,6838
Vistara,2019-03-06,Mumbai,Hyderabad,15:40:00,22:55:00,435,1,No Info,12395
Jet Airways,2019-05-21,Delhi,Cochin,13:25:00,19:00:00,1775,2,No Info,15129
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1,In-flight meal not included,12373
Spicejet,2019-06-27,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Indigo,2019-06-21,Kolkata,Banglore,11:30:00,14:05:00,155,0,No Info,4804
Jet Airways,2019-05-24,Delhi,Cochin,22:50:00,04:25:00,335,1,No Info,16079
Vistara,2019-03-18,Banglore,New Delhi,19:40:00,22:20:00,160,0,No Info,12123
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,09:05:00,1555,1,No Info,7927
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,10:05:00,845,1,In-flight meal not included,8586
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,12:35:00,885,1,In-flight meal not included,10262
Jet Airways,2019-05-06,Delhi,Cochin,19:10:00,19:00:00,1430,2,No Info,15129
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,16:20:00,590,1,No Info,14571
Air India,2019-06-15,Delhi,Cochin,13:15:00,19:15:00,1800,2,No Info,12182
Jet Airways,2019-05-06,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,2228
Jet Airways,2019-05-27,Delhi,Cochin,13:00:00,19:00:00,360,1,No Info,16079
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,19:15:00,615,1,In-flight meal not included,10197
Spicejet,2019-05-24,Banglore,Delhi,05:55:00,08:35:00,160,0,No check-in baggage included,3257
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,22:05:00,750,1,No Info,14676
Multiple Carriers,2019-06-12,Delhi,Cochin,15:05:00,01:30:00,625,2,No Info,15965
Air India,2019-05-18,Delhi,Cochin,14:10:00,17:10:00,180,0,No Info,6934
Air India,2019-03-03,Delhi,Cochin,09:45:00,09:25:00,1420,2,No Info,12760
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,19:40:00,1435,1,No Info,13759
Jet Airways,2019-05-12,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,6144
Spicejet,2019-05-15,Delhi,Cochin,08:45:00,13:15:00,270,1,No check-in baggage included,4760
Indigo,2019-05-18,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3943
Multiple Carriers,2019-05-18,Delhi,Cochin,08:00:00,21:00:00,780,1,No Info,8073
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,19:00:00,810,2,No Info,13292
Multiple Carriers,2019-05-27,Delhi,Cochin,06:00:00,12:35:00,395,1,No Info,11264
Jet Airways,2019-06-27,Delhi,Cochin,20:55:00,12:35:00,940,1,In-flight meal not included,10262
Jet Airways,2019-04-06,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,7229
Air Asia,2019-05-24,Banglore,Delhi,23:55:00,02:45:00,170,0,No Info,4483
Jet Airways,2019-06-12,Delhi,Cochin,18:25:00,12:35:00,1090,2,No Info,14237
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,04:45:00,1220,1,No Info,13759
Multiple Carriers,2019-03-06,Delhi,Cochin,02:15:00,13:20:00,665,1,No Info,17057
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,10:05:00,1655,1,In-flight meal not included,8586
Indigo,2019-03-21,Chennai,Kolkata,05:15:00,07:35:00,140,0,No Info,4326
Jet Airways,2019-04-27,Banglore,Delhi,07:10:00,10:10:00,180,0,No Info,7229
Multiple Carriers,2019-06-06,Delhi,Cochin,07:05:00,19:15:00,730,1,No Info,14848
Air India,2019-06-06,Delhi,Cochin,20:00:00,19:15:00,1395,2,No Info,11596
Jet Airways,2019-06-12,Delhi,Cochin,11:45:00,12:35:00,1490,2,No Info,13882
Jet Airways,2019-04-03,Banglore,Delhi,08:20:00,11:20:00,180,0,No Info,7229
Indigo,2019-05-09,Kolkata,Banglore,09:35:00,12:20:00,165,0,No Info,4804
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,21:00:00,780,1,No Info,6883
Indigo,2019-05-09,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4804
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,15898
